year,month,anomaly_monthly,uncertainty_monthly,anomaly_annual,uncertainty_annual,anomaly_5yr,uncertainty_5yr,anomaly_10yr,uncertainty_10yr,anomaly_20yr,uncertainty_20yr
1945.0,8,0.017,0.300,0.728,0.135,361,092,246,077,113,070
1945.0,9,0.649,0.338,0.637,0.130,383,091,242,077,112,070
1945.0,10,0.665,0.343,0.586,0.124,366,089,249,077,111,070
1945.0,11,-0.226,0.370,0.454,0.129,358,090,249,078,108,070
1945.0,12,0.272,0.375,0.279,0.129,350,090,251,078,117,069
1946.0,1,-1.560,0.310,0.234,0.129,323,088,279,079,110,069
1946.0,2,1.464,0.445,0.201,0.133,306,089,281,080,085,068
1946.0,3,0.007,0.435,0.182,0.135,297,089,271,081,081,068
1946.0,4,1.589,0.358,0.111,0.138,276,088,277,080,080,068
1946.0,5,-0.021,0.418,0.143,0.141,302,087,287,080,082,068
1946.0,6,-0.658,0.427,-0.055,0.137,316,087,282,079,076,068
1946.0,7,0.606,0.399,-0.081,0.141,310,085,277,078,077,068
1946.0,8,-0.370,0.369,-0.393,0.146,355,085,282,078,071,068
1946.0,9,0.412,0.387,-0.328,0.154,363,084,291,077,073,069
1946.0,10,-0.187,0.388,-0.312,0.149,376,082,290,078,078,068
1946.0,11,0.165,0.402,-0.185,0.146,356,080,307,079,073,068
1946.0,12,-2.106,0.376,0.001,0.147,366,079,318,080,076,069
1947.0,1,-1.876,0.404,0.097,0.142,393,078,339,079,067,069
1947.0,2,-2.282,0.477,0.334,0.140,376,076,360,080,067,069
1947.0,3,0.795,0.395,0.435,0.143,431,076,363,079,082,069
1947.0,4,1.784,0.415,0.489,0.143,480,074,369,078,081,069
1947.0,5,1.492,0.371,0.597,0.140,472,074,376,078,071,069
1947.0,6,1.579,0.420,0.755,0.146,495,073,384,077,071,069
1947.0,7,1.764,0.375,1.086,0.142,552,071,398,077,071,069
1947.0,8,2.471,0.383,1.272,0.135,550,072,401,077,066,069
1947.0,9,1.625,0.373,1.409,0.129,544,071,378,076,065,069
1947.0,10,0.452,0.371,1.326,0.128,495,071,364,076,065,067
1947.0,11,1.462,0.411,1.261,0.130,485,070,364,077,064,066
1947.0,12,-0.209,0.429,1.113,0.136,498,070,356,077,066,065
1948.0,1,2.104,0.444,0.881,0.138,506,071,327,075,065,065
1948.0,2,-0.058,0.337,0.669,0.140,514,072,307,074,074,066
1948.0,3,2.437,0.336,0.510,0.142,493,073,303,073,061,066
1948.0,4,0.791,0.338,0.455,0.141,480,073,294,072,061,066
1948.0,5,0.716,0.343,0.379,0.137,496,074,296,073,071,066
1948.0,6,-0.199,0.388,0.416,0.134,448,072,289,073,066,066
1948.0,7,-1.023,0.334,0.314,0.127,492,074,282,072,067,066
1948.0,8,-0.064,0.365,0.365,0.129,471,074,279,071,069,066
1948.0,9,-0.285,0.358,0.089,0.130,458,076,279,070,077,066
1948.0,10,-0.212,0.319,0.211,0.127,428,076,275,070,076,066
1948.0,11,0.550,0.339,0.076,0.125,410,073,284,069,065,065
1948.0,12,0.238,0.383,0.120,0.119,419,070,309,069,074,065
1949.0,1,0.881,0.348,0.345,0.117,411,068,287,068,068,065
1949.0,2,0.546,0.351,0.445,0.110,408,067,288,068,069,065
1949.0,3,-0.870,0.311,0.689,0.109,412,067,305,068,081,064
1949.0,4,2.250,0.316,0.834,0.109,400,068,287,069,082,065
1949.0,5,-0.896,0.309,0.754,0.108,424,069,280,068,091,064
1949.0,6,0.322,0.329,0.784,0.108,469,070,281,067,093,064
1949.0,7,1.684,0.321,0.672,0.107,490,069,268,067,103,064
1949.0,8,1.130,0.297,0.779,0.113,506,070,241,067,106,064
1949.0,9,2.639,0.369,0.913,0.111,516,070,245,067,113,063
1949.0,10,1.538,0.320,0.664,0.112,514,071,262,066,119,063
1949.0,11,-0.421,0.339,0.820,0.112,508,071,269,066,112,063
1949.0,12,0.603,0.375,0.978,0.112,505,072,287,064,123,063
1950.0,1,-0.456,0.243,0.971,0.120,500,071,329,064,137,063
1950.0,2,1.824,0.313,0.921,0.125,472,070,308,065,138,062
1950.0,3,0.737,0.245,0.651,0.120,409,069,285,065,141,062
1950.0,4,-0.737,0.256,0.511,0.120,395,069,273,064,140,062
1950.0,5,0.977,0.261,0.607,0.126,353,071,257,064,145,062
1950.0,6,2.219,0.250,0.342,0.122,348,071,247,065,148,062
1950.0,7,1.602,0.246,0.467,0.129,277,068,243,064,147,062
1950.0,8,0.529,0.260,0.334,0.133,253,068,249,064,147,062
1950.0,9,-0.600,0.265,0.208,0.137,223,068,243,063,143,062
1950.0,10,-0.148,0.266,0.251,0.133,223,068,229,063,146,062
1950.0,11,0.737,0.313,0.078,0.134,235,069,229,063,148,062
1950.0,12,-2.583,0.284,-0.117,0.126,227,067,241,063,156,062
1951.0,1,1.042,0.308,-0.242,0.111,240,068,262,063,166,062
1951.0,2,0.234,0.334,-0.327,0.103,252,066,200,061,178,062
1951.0,3,-0.780,0.224,-0.224,0.094,262,067,201,061,182,062
1951.0,4,-0.215,0.199,-0.287,0.098,273,068,179,062,195,062
1951.0,5,-1.100,0.353,-0.216,0.099,265,069,184,061,204,062
1951.0,6,-0.127,0.326,0.050,0.096,301,069,176,061,204,061
1951.0,7,0.109,0.347,-0.091,0.088,263,069,167,061,199,061
1951.0,8,-0.497,0.205,-0.218,0.076,221,070,158,061,203,060
1951.0,9,0.641,0.302,-0.038,0.077,247,071,160,061,216,060
1951.0,10,-0.908,0.325,0.117,0.080,197,074,154,060,222,060
1951.0,11,1.586,0.376,0.306,0.087,205,075,140,059,222,060
1951.0,12,0.617,0.313,0.432,0.097,197,076,163,059,227,060
1952.0,1,-0.650,0.188,0.546,0.106,142,078,174,060,246,060
1952.0,2,-1.287,0.232,0.653,0.105,106,079,212,062,259,060
1952.0,3,1.379,0.192,0.420,0.108,059,077,228,062,246,059
1952.0,4,1.642,0.202,0.463,0.098,044,077,214,062,242,059
1952.0,5,1.166,0.222,0.244,0.094,067,078,190,063,237,059
1952.0,6,1.388,0.236,0.148,0.093,079,077,181,064,233,058
1952.0,7,1.477,0.214,0.024,0.089,106,077,168,062,232,059
1952.0,8,0.789,0.207,0.007,0.093,067,077,144,063,233,059
1952.0,9,-2.156,0.164,-0.058,0.093,026,078,127,062,230,059
1952.0,10,-0.396,0.207,-0.130,0.095,051,078,123,061,227,058
1952.0,11,-1.041,0.236,-0.106,0.097,030,078,109,060,226,058
1952.0,12,-0.531,0.273,-0.277,0.101,004,079,106,059,215,058
1953.0,1,-2.138,0.232,-0.419,0.102,020,078,092,058,193,057
1953.0,2,-1.489,0.247,-0.433,0.106,016,074,107,059,173,057
1953.0,3,0.598,0.256,-0.225,0.110,007,072,076,060,169,057
1953.0,4,0.772,0.252,-0.155,0.115,022,073,060,059,162,056
1953.0,5,1.455,0.198,-0.062,0.111,038,072,062,060,155,056
1953.0,6,-0.662,0.209,0.183,0.112,034,074,060,058,153,056
1953.0,7,-0.231,0.189,0.241,0.117,031,073,067,059,152,055
1953.0,8,0.622,0.174,0.204,0.119,070,067,071,059,143,054
1953.0,9,0.342,0.191,0.211,0.118,057,068,086,060,140,054
1953.0,10,0.443,0.237,0.083,0.119,070,069,085,060,135,053
1953.0,11,0.076,0.314,-0.073,0.119,041,069,078,060,148,053
1953.0,12,2.406,0.302,-0.031,0.111,066,069,083,060,141,053
1954.0,1,-1.433,0.276,-0.145,0.108,077,071,078,059,129,053
1954.0,2,-1.939,0.254,-0.282,0.113,092,071,076,059,141,053
1954.0,3,0.688,0.196,-0.328,0.114,091,073,097,059,144,054
1954.0,4,-0.764,0.309,-0.311,0.111,092,070,084,060,140,054
1954.0,5,-0.427,0.203,-0.239,0.111,144,066,097,060,145,054
1954.0,6,-0.155,0.235,-0.326,0.103,143,066,099,061,148,053
1954.0,7,-1.596,0.199,-0.113,0.099,142,067,098,061,153,053
1954.0,8,-1.024,0.245,0.005,0.103,083,070,093,062,145,053
1954.0,9,-0.207,0.252,-0.195,0.106,061,071,081,061,153,053
1954.0,10,0.646,0.194,-0.065,0.092,086,071,071,060,152,053
1954.0,11,0.934,0.245,-0.055,0.082,128,070,074,061,152,053
1954.0,12,1.369,0.249,-0.025,0.087,143,070,081,062,152,052
1955.0,1,1.115,0.242,0.161,0.079,163,067,085,063,169,052
1955.0,2,-0.514,0.277,0.311,0.070,184,069,076,063,151,052
1955.0,3,-1.715,0.224,0.323,0.077,156,067,080,063,146,052
1955.0,4,0.796,0.179,0.179,0.086,148,065,088,064,135,052
1955.0,5,-0.312,0.269,0.083,0.092,135,061,091,064,128,052
1955.0,6,0.203,0.208,0.114,0.097,136,060,081,065,123,052
1955.0,7,0.642,0.263,0.096,0.101,093,061,058,065,113,052
1955.0,8,0.775,0.340,-0.352,0.099,040,062,048,064,110,053
1955.0,9,-0.068,0.218,-0.205,0.097,071,062,045,064,101,052
1955.0,10,-1.078,0.257,-0.353,0.117,104,059,043,064,101,052
1955.0,11,-0.215,0.247,-0.277,0.121,110,060,047,064,101,052
1955.0,12,1.740,0.241,-0.429,0.128,106,057,060,065,106,052
1956.0,1,0.893,0.302,-0.530,0.120,107,058,053,064,111,052
1956.0,2,-5.880,0.322,-0.708,0.119,111,061,074,063,118,052
1956.0,3,0.039,0.227,-0.647,0.123,091,062,092,062,116,051
1956.0,4,-0.980,0.376,-0.634,0.111,103,061,113,063,115,052
1956.0,5,0.604,0.288,-0.745,0.102,109,060,121,063,116,051
1956.0,6,-1.625,0.301,-0.835,0.098,134,059,125,063,122,051
1956.0,7,-0.568,0.236,-0.958,0.098,107,058,121,064,115,051
1956.0,8,-1.355,0.275,-0.280,0.100,069,058,124,063,114,052
1956.0,9,0.656,0.242,-0.058,0.103,053,057,140,063,115,051
1956.0,10,-0.913,0.216,0.037,0.106,029,059,153,063,121,051
1956.0,11,-1.555,0.366,-0.129,0.099,011,058,138,062,114,051
1956.0,12,0.666,0.396,0.046,0.098,001,057,136,062,126,050
1957.0,1,-0.586,0.260,0.116,0.084,053,056,153,062,134,051
1957.0,2,2.251,0.379,0.192,0.093,079,056,159,062,148,051
1957.0,3,2.707,0.242,0.098,0.088,103,058,129,061,149,051
1957.0,4,0.165,0.178,0.179,0.086,099,058,115,060,139,052
1957.0,5,-1.387,0.306,0.288,0.087,082,058,097,061,132,052
1957.0,6,0.471,0.259,0.183,0.081,083,060,082,058,123,052
1957.0,7,0.268,0.331,0.269,0.086,065,062,066,059,121,053
1957.0,8,-0.443,0.264,0.224,0.091,085,062,065,059,111,053
1957.0,9,-0.472,0.394,-0.108,0.089,133,064,083,058,103,053
1957.0,10,0.062,0.293,-0.220,0.089,124,064,090,056,108,053
1957.0,11,-0.246,0.398,-0.018,0.113,151,064,088,055,103,053
1957.0,12,-0.594,0.449,-0.091,0.108,166,065,073,055,098,053
1958.0,1,0.446,0.320,-0.138,0.095,135,065,059,056,090,052
1958.0,2,1.715,0.433,-0.067,0.090,112,065,039,056,090,053
1958.0,3,-1.284,0.197,0.100,0.108,096,067,034,056,081,053
1958.0,4,-1.180,0.283,0.073,0.125,107,069,031,055,080,053
1958.0,5,1.044,0.338,0.067,0.126,132,070,013,054,073,053
1958.0,6,-0.408,0.280,0.191,0.129,086,071,018,053,073,052
1958.0,7,-0.294,0.472,0.172,0.121,074,069,022,052,076,052
1958.0,8,0.412,0.341,0.056,0.102,219,071,006,051,073,052
1958.0,9,1.531,0.251,0.301,0.104,241,070,000,051,073,053
1958.0,10,-0.263,0.223,0.457,0.112,296,072,004,050,081,053
1958.0,11,-0.320,0.337,0.421,0.107,282,072,013,050,079,053
1958.0,12,0.895,0.390,0.505,0.108,317,070,027,050,074,052
1959.0,1,0.217,0.266,0.658,0.096,319,069,029,050,076,052
1959.0,2,0.317,0.236,0.666,0.089,340,069,005,050,066,053
1959.0,3,1.656,0.352,0.639,0.089,372,069,017,050,070,053
1959.0,4,0.702,0.452,0.696,0.084,398,071,007,050,061,053
1959.0,5,0.612,0.189,0.718,0.086,419,071,009,050,067,053
1959.0,6,0.597,0.229,0.763,0.091,415,070,015,049,062,053
1959.0,7,1.545,0.263,0.746,0.096,448,070,039,048,058,052
1959.0,8,0.509,0.379,0.778,0.096,400,065,050,047,054,053
1959.0,9,1.205,0.230,0.738,0.112,319,063,061,048,044,053
1959.0,10,0.415,0.250,0.699,0.111,315,061,042,049,043,053
1959.0,11,-0.051,0.290,0.759,0.119,322,063,035,048,046,053
1959.0,12,1.435,0.255,0.801,0.122,308,061,016,048,034,052
1960.0,1,0.010,0.277,0.569,0.113,296,065,009,048,040,052
1960.0,2,0.696,0.373,0.478,0.118,314,065,007,048,033,052
1960.0,3,1.182,0.211,0.289,0.129,321,069,008,048,022,052
1960.0,4,0.236,0.312,0.223,0.133,328,072,002,049,020,051
1960.0,5,1.327,0.258,0.330,0.142,311,072,001,048,016,052
1960.0,6,1.105,0.308,0.129,0.147,282,072,002,049,013,052
1960.0,7,-1.241,0.182,0.141,0.138,210,070,016,051,005,052
1960.0,8,-0.584,0.310,0.319,0.134,118,067,029,051,004,052
1960.0,9,-1.063,0.227,0.335,0.126,139,067,042,051,011,051
1960.0,10,-0.381,0.257,0.506,0.126,165,068,026,052,010,051
1960.0,11,1.240,0.296,0.377,0.120,137,066,026,054,014,050
1960.0,12,-0.976,0.335,0.321,0.099,142,068,030,054,019,050
1961.0,1,0.152,0.167,0.389,0.096,151,064,040,053,014,050
1961.0,2,2.832,0.224,0.432,0.095,124,062,036,055,012,049
1961.0,3,1.370,0.240,0.732,0.089,091,061,031,054,004,049
1961.0,4,2.289,0.331,0.821,0.089,094,060,051,054,010,049
1961.0,5,-0.220,0.246,0.693,0.084,136,059,048,054,018,049
1961.0,6,0.435,0.244,0.810,0.085,080,058,068,055,014,050
1961.0,7,-0.428,0.164,0.912,0.091,049,057,063,055,019,051
1961.0,8,-0.064,0.293,0.625,0.088,059,057,069,056,023,050
1961.0,9,2.531,0.190,0.327,0.089,019,057,071,057,020,050
1961.0,10,0.695,0.314,0.134,0.095,015,058,087,057,026,049
1961.0,11,-0.301,0.225,0.073,0.102,029,059,087,056,014,049
1961.0,12,0.429,0.246,0.004,0.110,030,058,089,055,013,048
1962.0,1,1.371,0.301,0.004,0.107,024,057,095,055,015,048
1962.0,2,-0.605,0.202,0.062,0.108,020,056,085,053,025,049
1962.0,3,-2.204,0.234,-0.154,0.120,019,057,070,052,024,048
1962.0,4,-0.035,0.345,-0.173,0.121,015,056,065,052,016,048
1962.0,5,-0.952,0.176,-0.253,0.123,011,055,074,053,007,048
1962.0,6,-0.390,0.489,-0.481,0.121,052,055,065,054,005,048
1962.0,7,-0.428,0.147,-0.920,0.127,047,055,074,057,012,048
1962.0,8,0.635,0.249,-1.187,0.127,099,054,079,057,019,048
1962.0,9,-0.060,0.391,-1.006,0.119,118,055,080,060,019,048
1962.0,10,0.466,0.292,-0.973,0.106,129,055,093,062,019,048
1962.0,11,-1.262,0.197,-0.944,0.110,153,055,097,063,013,048
1962.0,12,-2.314,0.350,-0.923,0.098,170,055,090,061,009,048
1963.0,1,-3.895,0.271,-0.864,0.098,168,056,087,060,002,048
1963.0,2,-3.811,0.228,-1.021,0.091,170,055,074,059,001,047
1963.0,3,-0.030,0.173,-1.053,0.090,179,054,085,058,005,047
1963.0,4,0.361,0.324,-1.096,0.091,160,055,100,059,014,046
1963.0,5,-0.602,0.210,-0.811,0.090,184,055,084,058,016,046
1963.0,6,-0.137,0.206,-0.819,0.085,145,054,085,059,010,046
1963.0,7,0.283,0.247,-0.631,0.091,155,057,085,059,010,045
1963.0,8,-1.252,0.174,-0.238,0.086,148,056,076,059,005,045
1963.0,9,-0.440,0.342,-0.299,0.074,179,055,060,060,002,045
1963.0,10,-0.049,0.267,-0.291,0.059,194,053,076,060,008,045
1963.0,11,2.155,0.269,-0.119,0.058,186,053,079,060,008,044
1963.0,12,-2.417,0.331,-0.054,0.055,180,055,064,059,020,044
1964.0,1,-1.636,0.321,0.021,0.063,193,055,073,059,004,044
1964.0,2,0.902,0.220,0.150,0.057,203,055,056,058,008,044
1964.0,3,-0.753,0.236,0.280,0.078,231,055,043,060,007,045
1964.0,4,0.452,0.271,0.148,0.088,225,053,038,060,010,045
1964.0,5,1.458,0.236,-0.017,0.084,245,052,037,060,010,045
1964.0,6,0.649,0.205,0.101,0.086,238,051,024,059,010,045
1964.0,7,1.179,0.395,0.262,0.094,258,052,019,057,014,045
1964.0,8,0.299,0.264,-0.015,0.093,231,052,016,058,021,045
1964.0,9,1.119,0.282,0.052,0.088,179,050,007,060,018,045
1964.0,10,-1.625,0.219,-0.019,0.083,186,051,015,060,001,045
1964.0,11,0.174,0.234,-0.149,0.082,175,053,018,059,001,045
1964.0,12,-1.001,0.188,-0.197,0.101,178,054,013,059,002,045
1965.0,1,0.286,0.223,-0.389,0.086,149,056,006,058,007,045
1965.0,2,-2.412,0.216,-0.475,0.091,157,058,011,058,014,045
1965.0,3,0.043,0.211,-0.702,0.074,161,059,036,057,016,045
1965.0,4,-0.400,0.200,-0.500,0.078,143,059,048,056,012,044
1965.0,5,-0.100,0.274,-0.531,0.091,118,059,058,056,010,044
1965.0,6,0.075,0.356,-0.337,0.100,102,057,056,054,008,044
1965.0,7,-1.132,0.321,-0.394,0.107,036,057,048,054,007,044
1965.0,8,-0.732,0.168,0.074,0.111,030,058,039,055,010,045
1965.0,9,-1.597,0.209,0.033,0.105,031,059,023,054,012,046
1965.0,10,0.796,0.320,0.178,0.106,036,061,022,054,012,046
1965.0,11,-0.202,0.373,0.208,0.120,030,062,018,053,012,046
1965.0,12,1.325,0.223,0.270,0.131,028,061,023,053,001,045
1966.0,1,-0.395,0.294,0.265,0.118,019,064,024,053,003,045
1966.0,2,3.209,0.211,0.271,0.127,029,065,050,052,024,045
1966.0,3,-0.452,0.248,0.475,0.136,029,071,084,052,021,044
1966.0,4,1.335,0.259,0.495,0.126,058,072,093,052,023,044
1966.0,5,0.266,0.298,0.386,0.108,023,071,085,052,024,045
1966.0,6,0.822,0.330,0.349,0.104,048,071,097,053,042,045
1966.0,7,-1.192,0.270,0.395,0.096,097,073,084,053,051,043
1966.0,8,-0.668,0.194,0.211,0.097,054,073,078,052,060,042
1966.0,9,0.860,0.278,0.323,0.100,066,073,100,051,053,042
1966.0,10,1.028,0.227,0.176,0.092,061,071,101,051,058,042
1966.0,11,-1.508,0.192,0.129,0.098,045,069,109,051,063,042
1966.0,12,0.887,0.210,0.014,0.093,019,068,110,051,057,042
1967.0,1,0.157,0.247,0.224,0.097,013,064,122,052,062,041
1967.0,2,0.996,0.224,0.290,0.100,011,068,108,051,061,040
1967.0,3,0.891,0.226,0.193,0.092,005,070,080,050,056,040
1967.0,4,-0.423,0.303,0.237,0.095,044,070,083,051,053,039
1967.0,5,-0.300,0.301,0.385,0.096,047,070,083,051,055,039
1967.0,6,-0.563,0.182,0.195,0.092,025,070,092,051,049,039
1967.0,7,1.327,0.302,0.187,0.088,036,070,090,052,046,040
1967.0,8,0.130,0.290,0.116,0.091,078,070,103,052,044,041
1967.0,9,-0.309,0.235,0.048,0.099,046,068,120,050,042,042
1967.0,10,1.561,0.198,0.137,0.094,033,065,129,051,047,043
1967.0,11,0.265,0.202,0.083,0.085,036,069,114,051,049,043
1967.0,12,-1.395,0.193,0.109,0.085,059,068,092,050,056,042
1968.0,1,0.059,0.204,-0.027,0.078,072,064,062,050,054,041
1968.0,2,0.146,0.212,-0.090,0.080,092,067,038,048,047,041
1968.0,3,0.072,0.187,-0.103,0.079,134,065,043,047,055,040
1968.0,4,0.647,0.268,-0.092,0.083,116,064,058,047,055,040
1968.0,5,-0.945,0.207,-0.110,0.080,148,061,046,048,049,041
1968.0,6,-0.253,0.216,-0.068,0.085,100,060,039,047,047,041
1968.0,7,-0.304,0.198,0.038,0.096,106,057,041,048,045,041
1968.0,8,-0.620,0.163,-0.118,0.107,048,057,016,050,040,040
1968.0,9,-0.474,0.237,-0.125,0.116,011,057,004,051,033,040
1968.0,10,1.701,0.218,-0.168,0.115,009,058,011,051,034,040
1968.0,11,0.047,0.221,-0.048,0.109,016,059,029,050,035,040
1968.0,12,-0.887,0.236,-0.101,0.102,015,058,013,050,035,040
1969.0,1,1.323,0.252,-0.005,0.089,025,059,021,050,026,039
1969.0,2,-1.718,0.235,0.059,0.092,047,056,020,050,024,039
1969.0,3,-0.012,0.201,0.113,0.085,030,052,031,050,018,039
1969.0,4,0.127,0.230,0.081,0.086,024,055,027,049,012,038
1969.0,5,0.495,0.156,0.105,0.081,027,056,011,049,008,039
1969.0,6,-0.886,0.205,-0.014,0.076,017,058,004,049,007,039
1969.0,7,0.842,0.289,-0.048,0.074,014,057,010,048,001,039
1969.0,8,0.149,0.186,0.105,0.073,015,058,008,051,004,039
1969.0,9,0.180,0.246,-0.049,0.071,019,057,026,050,009,039
1969.0,10,1.314,0.202,-0.159,0.085,020,058,040,050,006,039
1969.0,11,0.335,0.183,-0.194,0.088,010,057,037,050,007,040
1969.0,12,-2.316,0.219,0.001,0.097,007,056,012,051,007,040
1970.0,1,0.912,0.192,-0.094,0.089,032,056,006,051,010,039
1970.0,2,0.124,0.175,-0.072,0.099,048,055,035,051,005,039
1970.0,3,-1.862,0.242,-0.010,0.100,079,050,025,049,011,038
1970.0,4,-1.202,0.307,-0.143,0.110,114,051,027,047,015,037
1970.0,5,0.083,0.199,-0.026,0.100,110,051,021,047,024,036
1970.0,6,1.449,0.311,0.038,0.095,082,052,017,047,032,036
1970.0,7,-0.300,0.153,-0.043,0.092,088,051,031,046,033,035
1970.0,8,0.417,0.212,-0.076,0.096,106,049,050,048,027,034
1970.0,9,0.923,0.211,-0.142,0.088,117,049,065,048,019,034
1970.0,10,-0.279,0.190,0.057,0.087,151,048,050,048,020,034
1970.0,11,1.736,0.230,0.111,0.088,123,048,050,046,029,034
1970.0,12,-1.544,0.193,-0.095,0.093,106,046,028,045,030,033
1971.0,1,-0.057,0.204,0.029,0.099,101,045,034,044,031,033
1971.0,2,-0.273,0.267,0.045,0.092,060,045,012,043,048,033
1971.0,3,-2.659,0.171,-0.042,0.086,037,042,011,043,044,033
1971.0,4,1.192,0.217,0.035,0.089,079,040,004,041,050,032
1971.0,5,0.727,0.270,-0.217,0.095,080,039,001,042,050,033
1971.0,6,-1.026,0.223,-0.068,0.096,074,039,016,041,053,033
1971.0,7,1.195,0.208,-0.065,0.094,056,036,039,037,054,032
1971.0,8,0.607,0.190,0.049,0.078,014,036,050,034,051,032
1971.0,9,-0.121,0.270,0.364,0.065,004,035,036,034,060,032
1971.0,10,0.639,0.192,0.233,0.067,006,034,030,034,063,032
1971.0,11,-1.287,0.198,0.096,0.069,022,035,040,035,060,031
1971.0,12,0.246,0.327,0.053,0.069,011,036,026,035,061,031
1972.0,1,-0.021,0.223,-0.060,0.070,034,037,028,035,060,031
1972.0,2,1.099,0.238,-0.185,0.065,027,038,037,034,054,031
1972.0,3,1.115,0.297,-0.354,0.065,046,037,042,035,045,030
1972.0,4,-0.377,0.211,-0.453,0.067,124,038,040,034,045,029
1972.0,5,-0.918,0.197,-0.302,0.067,120,037,037,032,039,029
1972.0,6,-1.539,0.331,-0.299,0.069,049,040,034,032,032,028
1972.0,7,-0.168,0.310,-0.323,0.073,023,040,018,032,023,028
1972.0,8,-0.884,0.215,-0.490,0.063,007,041,008,032,026,028
1972.0,9,-2.148,0.356,-0.635,0.056,004,039,003,032,019,027
1972.0,10,-0.554,0.282,-0.720,0.053,020,038,001,032,022,026
1972.0,11,0.530,0.244,-0.579,0.049,006,036,001,032,011,026
1972.0,12,0.281,0.234,-0.387,0.053,025,037,021,031,002,026
1973.0,1,-0.310,0.244,-0.374,0.053,010,038,021,031,025,026
1973.0,2,-0.907,0.227,-0.148,0.052,008,043,020,031,035,026
1973.0,3,-0.620,0.192,0.107,0.045,003,046,024,031,037,025
1973.0,4,-1.407,0.270,0.083,0.049,015,046,010,031,036,026
1973.0,5,0.774,0.169,0.039,0.057,048,045,014,032,035,025
1973.0,6,0.773,0.206,-0.029,0.056,045,044,010,031,040,025
1973.0,7,-0.014,0.316,0.199,0.057,037,046,006,032,053,024
1973.0,8,1.824,0.343,0.343,0.064,024,046,004,032,063,025
1973.0,9,0.909,0.178,0.440,0.076,010,046,007,032,067,025
1973.0,10,-0.840,0.245,0.557,0.098,016,045,008,032,068,024
1973.0,11,0.002,0.156,0.455,0.108,015,048,010,033,062,025
1973.0,12,-0.527,0.215,0.372,0.113,046,049,006,033,073,024
1974.0,1,2.419,0.248,0.330,0.098,052,046,021,033,084,024
1974.0,2,0.823,0.217,0.226,0.101,054,044,008,033,077,024
1974.0,3,0.541,0.263,0.067,0.119,042,043,006,033,075,023
1974.0,4,0.004,0.231,-0.142,0.121,036,045,013,032,074,023
1974.0,5,-0.450,0.241,-0.096,0.125,052,047,020,034,060,023
1974.0,6,-0.229,0.255,0.113,0.141,035,048,010,035,056,023
1974.0,7,-0.512,0.184,0.116,0.153,043,048,016,036,053,022
1974.0,8,0.575,0.298,0.138,0.154,059,048,023,036,053,022
1974.0,9,-1.005,0.355,-0.005,0.132,066,047,024,036,044,022
1974.0,10,-3.339,0.184,-0.025,0.118,061,047,027,037,052,022
1974.0,11,0.552,0.174,-0.053,0.111,064,046,031,037,061,022
1974.0,12,1.974,0.310,-0.067,0.099,074,048,000,037,066,022
1975.0,1,2.454,0.218,0.024,0.101,067,050,014,036,049,021
1975.0,2,1.095,0.221,0.103,0.111,065,051,001,036,059,021
1975.0,3,-1.180,0.206,0.207,0.111,086,052,014,035,054,020
1975.0,4,-0.241,0.232,0.402,0.104,117,052,018,036,059,020
1975.0,5,-0.784,0.213,0.336,0.099,111,054,011,036,058,019
1975.0,6,-0.389,0.335,0.059,0.086,125,053,008,037,055,019
1975.0,7,0.579,0.294,-0.111,0.084,130,054,017,036,064,019
1975.0,8,1.518,0.452,-0.162,0.075,146,053,015,039,066,020
1975.0,9,0.248,0.289,-0.113,0.069,166,053,016,038,078,019
1975.0,10,-1.002,0.147,-0.125,0.072,171,056,019,039,078,018
1975.0,11,-0.237,0.150,0.005,0.082,151,059,041,039,070,018
1975.0,12,-1.351,0.216,0.257,0.077,126,059,038,039,069,018
1976.0,1,0.415,0.159,0.340,0.082,113,060,037,039,073,018
1976.0,2,0.477,0.271,0.274,0.121,069,060,046,039,044,018
1976.0,3,-0.590,0.195,0.185,0.129,050,060,004,040,044,018
1976.0,4,-0.388,0.252,0.289,0.113,064,060,007,041,031,018
1976.0,5,0.783,0.319,0.283,0.107,060,060,015,041,033,018
1976.0,6,2.631,0.333,0.332,0.110,086,061,008,041,033,019
1976.0,7,1.575,0.533,0.334,0.107,014,062,024,041,040,019
1976.0,8,0.724,0.480,0.465,0.111,001,061,024,040,042,018
1976.0,9,-0.823,0.170,0.642,0.111,009,061,019,040,036,018
1976.0,10,0.256,0.284,0.618,0.095,020,058,026,040,039,018
1976.0,11,-0.317,0.173,0.493,0.107,019,060,012,040,049,018
1976.0,12,-0.764,0.213,0.194,0.101,009,059,012,040,049,018
1977.0,1,0.446,0.209,0.015,0.082,002,059,002,040,034,018
1977.0,2,2.044,0.209,-0.128,0.079,019,059,001,041,028,019
1977.0,3,1.536,0.200,-0.138,0.083,002,059,010,041,019,019
1977.0,4,-0.673,0.207,-0.048,0.084,069,058,007,041,028,018
1977.0,5,-0.716,0.395,-0.005,0.080,058,056,005,040,025,018
1977.0,6,-0.962,0.242,0.149,0.079,048,056,029,041,024,018
1977.0,7,-0.571,0.189,0.111,0.077,004,055,044,042,021,018
1977.0,8,-0.994,0.260,-0.054,0.069,010,054,051,042,024,018
1977.0,9,-0.935,0.227,-0.133,0.067,023,055,082,042,034,018
1977.0,10,1.332,0.214,-0.168,0.071,016,056,085,042,032,018
