year,month,anomaly_monthly,uncertainty_monthly,anomaly_annual,uncertainty_annual,anomaly_5yr,uncertainty_5yr,anomaly_10yr,uncertainty_10yr,anomaly_20yr,uncertainty_20yr
1881.0,11,1.399,1.003,-0.148,0.541,430,305,423,204,554,142
1881.0,12,-1.027,1.159,-0.161,0.526,457,305,445,201,537,143
1882.0,1,-0.157,1.104,-0.389,0.498,419,306,481,200,541,144
1882.0,2,0.063,1.256,-0.456,0.487,413,308,508,201,547,144
1882.0,3,1.007,1.190,-0.499,0.483,409,311,511,201,559,145
1882.0,4,0.177,0.971,-0.300,0.492,419,313,521,198,560,146
1882.0,5,0.016,1.107,-0.400,0.473,408,310,524,200,555,147
1882.0,6,-0.811,0.939,-0.315,0.433,345,305,531,198,554,147
1882.0,7,-1.252,0.950,-0.268,0.457,333,304,521,196,560,146
1882.0,8,-0.898,1.120,-0.185,0.442,307,298,527,194,556,145
1882.0,9,-1.811,0.921,-0.533,0.422,342,288,524,192,558,144
1882.0,10,-0.308,0.951,-0.605,0.405,348,283,541,191,560,143
1882.0,11,0.197,0.984,-0.625,0.373,364,283,561,191,560,146
1882.0,12,-0.004,1.122,-0.605,0.364,334,277,572,187,574,148
1883.0,1,0.407,0.977,-0.613,0.364,329,275,576,190,594,147
1883.0,2,1.056,1.103,-0.560,0.344,336,268,605,191,585,147
1883.0,3,-3.164,0.943,-0.480,0.324,360,268,619,192,584,146
1883.0,4,-0.687,0.823,-0.542,0.313,394,263,640,191,570,148
1883.0,5,-0.231,0.814,-0.563,0.308,388,253,644,191,564,148
1883.0,6,-0.562,0.912,-0.659,0.322,434,250,647,192,560,148
1883.0,7,-1.350,0.902,-0.582,0.315,410,246,664,194,564,147
1883.0,8,-0.262,0.827,-0.550,0.299,455,244,678,196,563,146
1883.0,9,-0.855,0.863,-0.251,0.287,486,241,679,195,560,145
1883.0,10,-1.052,0.902,-0.276,0.292,481,238,698,196,558,144
1883.0,11,-0.053,0.896,-0.231,0.308,479,235,679,197,563,144
1883.0,12,-1.150,1.110,-0.341,0.311,488,224,660,199,563,144
1884.0,1,1.328,0.839,-0.205,0.318,514,224,664,196,570,143
1884.0,2,1.437,0.981,-0.113,0.317,518,220,678,198,566,145
1884.0,3,0.419,0.990,-0.071,0.325,483,219,693,200,564,146
1884.0,4,-0.986,0.890,-0.109,0.315,434,219,688,202,563,147
1884.0,5,0.314,0.901,-0.233,0.326,461,213,660,204,561,149
1884.0,6,-1.883,0.932,-0.184,0.345,459,204,652,202,564,149
1884.0,7,0.277,0.962,-0.491,0.354,496,210,641,201,570,149
1884.0,8,0.848,0.824,-0.449,0.347,527,208,653,202,571,149
1884.0,9,-0.357,0.850,-0.549,0.325,573,202,656,206,578,148
1884.0,10,-1.501,0.845,-0.508,0.311,597,200,660,209,580,147
1884.0,11,-1.542,0.926,-0.672,0.328,629,196,647,208,575,148
1884.0,12,-0.559,0.941,-0.480,0.318,600,191,634,206,568,148
1885.0,1,-2.356,1.149,-0.460,0.327,563,193,599,206,586,148
1885.0,2,1.936,0.994,-0.583,0.347,548,191,618,205,594,150
1885.0,3,-0.780,0.929,-0.653,0.355,542,189,638,202,594,152
1885.0,4,-0.488,0.879,-0.720,0.370,596,186,645,199,589,152
1885.0,5,-1.662,1.084,-0.598,0.365,621,190,642,198,596,152
1885.0,6,0.428,0.900,-0.635,0.364,650,189,634,198,596,152
1885.0,7,0.514,0.980,-0.548,0.348,681,190,650,198,592,152
1885.0,8,-0.625,0.923,-0.870,0.333,749,192,653,195,595,150
1885.0,9,-1.204,0.942,-0.889,0.364,732,190,661,195,591,150
1885.0,10,-2.304,1.039,-0.830,0.371,749,189,671,194,591,149
1885.0,11,-0.070,0.973,-0.717,0.364,742,189,676,191,580,152
1885.0,12,-1.005,0.973,-0.854,0.365,736,189,727,194,569,153
1886.0,1,-1.317,1.091,-0.901,0.390,748,191,733,189,565,153
1886.0,2,-1.927,0.990,-0.877,0.397,768,196,750,189,571,153
1886.0,3,-1.002,0.990,-0.712,0.384,759,200,767,189,564,153
1886.0,4,0.218,0.865,-0.496,0.382,777,205,778,188,565,154
1886.0,5,-0.305,0.896,-0.509,0.388,767,210,784,186,561,154
1886.0,6,-1.219,0.894,-0.502,0.383,752,216,780,181,558,153
1886.0,7,-0.047,0.943,-0.590,0.365,797,211,800,178,563,153
1886.0,8,-0.340,0.821,-0.581,0.370,849,205,809,174,574,153
1886.0,9,0.780,0.821,-0.643,0.356,889,203,800,174,574,152
1886.0,10,0.281,0.970,-0.766,0.351,893,196,776,173,587,151
1886.0,11,-0.221,0.928,-0.900,0.338,890,196,795,174,595,151
1886.0,12,-0.926,0.983,-0.722,0.320,847,190,784,170,604,151
1887.0,1,-2.368,0.931,-0.636,0.311,864,188,788,171,616,152
1887.0,2,-1.825,0.858,-0.610,0.313,893,191,790,168,614,152
1887.0,3,-1.746,0.773,-0.793,0.318,904,194,818,163,602,152
1887.0,4,-1.251,0.783,-1.113,0.315,901,192,820,159,601,152
1887.0,5,-1.919,0.859,-1.203,0.357,885,190,820,156,599,152
1887.0,6,0.920,0.936,-1.268,0.376,923,187,812,153,601,150
1887.0,7,0.977,0.782,-1.192,0.350,865,181,807,152,598,148
1887.0,8,-0.022,0.900,-1.294,0.340,930,180,797,148,601,147
1887.0,9,-1.420,0.797,-1.326,0.350,934,186,784,148,600,145
1887.0,10,-3.551,0.781,-1.367,0.351,942,187,794,146,599,145
1887.0,11,-1.299,0.925,-1.192,0.338,919,181,790,152,603,144
1887.0,12,-1.716,0.695,-1.283,0.347,935,181,808,149,602,142
1888.0,1,-1.453,1.067,-1.536,0.349,970,177,841,147,594,143
1888.0,2,-3.046,0.794,-1.655,0.360,970,175,844,143,595,143
1888.0,3,-2.138,0.842,-1.566,0.356,962,175,808,140,599,143
1888.0,4,-1.737,0.837,-1.448,0.363,947,179,782,140,602,143
1888.0,5,0.184,0.746,-1.294,0.343,965,182,776,140,610,143
1888.0,6,-0.176,0.959,-1.170,0.363,019,190,765,139,613,144
1888.0,7,-2.063,0.850,-1.165,0.358,055,184,754,138,616,144
1888.0,8,-1.448,0.868,-1.052,0.342,045,185,742,139,611,145
1888.0,9,-0.350,0.780,-1.039,0.326,049,184,737,141,605,143
1888.0,10,-2.132,0.918,-0.993,0.312,075,183,726,143,604,142
1888.0,11,0.549,0.840,-0.967,0.326,089,187,738,146,593,142
1888.0,12,-0.232,0.814,-0.896,0.306,073,188,737,150,580,142
1889.0,1,-1.387,0.916,-0.784,0.298,086,187,758,152,569,141
1889.0,2,-1.697,0.773,-0.742,0.301,101,189,768,153,563,140
1889.0,3,-1.979,0.727,-0.797,0.297,116,190,771,153,563,141
1889.0,4,-1.182,0.720,-0.729,0.290,118,188,753,153,555,143
1889.0,5,0.497,0.797,-0.824,0.279,129,198,766,154,545,145
1889.0,6,0.674,0.804,-1.038,0.286,109,199,754,154,543,145
1889.0,7,-0.721,0.772,-0.831,0.276,080,196,757,154,534,145
1889.0,8,-0.942,0.746,-0.852,0.285,052,191,771,153,530,145
1889.0,9,-1.008,0.775,-0.772,0.278,063,187,779,152,527,146
1889.0,10,-1.320,0.792,-0.753,0.274,043,183,771,153,521,148
1889.0,11,-0.594,0.835,-0.820,0.265,011,183,755,153,509,148
1889.0,12,-2.800,0.854,-0.920,0.271,024,180,757,151,498,144
1890.0,1,1.106,0.670,-0.991,0.279,050,178,761,151,482,144
1890.0,2,-1.953,0.816,-0.966,0.296,046,173,814,150,480,143
1890.0,3,-1.016,0.599,-0.941,0.288,025,173,820,150,495,143
1890.0,4,-0.965,0.590,-0.950,0.285,993,172,809,152,495,142
1890.0,5,-0.295,0.754,-0.994,0.302,960,175,795,150,495,142
1890.0,6,-0.536,0.658,-1.118,0.308,967,170,800,150,487,142
1890.0,7,-1.571,0.706,-1.497,0.299,002,172,805,150,483,142
1890.0,8,-0.643,0.729,-1.448,0.292,939,173,802,150,484,140
1890.0,9,-0.702,0.548,-1.466,0.302,884,171,775,153,482,139
1890.0,10,-1.432,0.617,-1.498,0.309,815,174,764,156,481,137
1890.0,11,-1.125,0.688,-1.567,0.327,809,177,748,159,478,135
1890.0,12,-4.287,0.903,-1.541,0.318,795,180,738,160,481,133
1891.0,1,-3.441,0.613,-1.482,0.292,759,183,733,159,472,132
1891.0,2,-1.358,0.567,-1.533,0.289,716,188,725,159,490,131
1891.0,3,-1.236,0.767,-1.484,0.283,715,190,706,159,501,131
1891.0,4,-1.349,0.523,-1.351,0.279,676,190,714,158,497,131
1891.0,5,-1.123,0.829,-1.328,0.272,708,188,717,161,495,130
1891.0,6,-0.229,0.610,-0.950,0.247,723,190,705,162,488,128
1891.0,7,-0.859,0.542,-0.718,0.242,719,194,703,164,492,127
1891.0,8,-1.255,0.763,-0.614,0.239,687,201,717,165,491,126
1891.0,9,-0.120,0.483,-0.711,0.220,652,208,730,164,486,126
1891.0,10,0.169,0.492,-0.606,0.226,614,216,749,165,479,126
1891.0,11,-0.854,0.674,-0.509,0.223,643,223,766,167,492,125
1891.0,12,0.257,0.699,-0.479,0.248,661,226,763,170,492,125
1892.0,1,-0.658,0.821,-0.456,0.261,651,228,751,167,490,124
1892.0,2,-0.110,0.771,-0.332,0.257,649,228,720,164,494,123
1892.0,3,-2.404,0.806,-0.338,0.267,653,229,693,162,496,122
1892.0,4,-0.086,0.707,-0.485,0.272,641,232,682,163,493,121
1892.0,5,0.043,0.725,-0.358,0.283,625,235,673,164,504,119
1892.0,6,0.132,0.901,-0.560,0.287,592,228,671,163,504,118
1892.0,7,-0.588,0.672,-0.800,0.293,657,230,675,161,498,117
1892.0,8,0.237,0.686,-0.730,0.302,698,225,676,159,497,115
1892.0,9,-0.199,0.731,-0.433,0.314,705,221,676,158,493,114
1892.0,10,-1.594,0.690,-0.224,0.325,676,222,656,157,497,113
1892.0,11,0.674,0.997,-0.185,0.338,672,220,644,155,501,113
1892.0,12,-2.169,0.940,-0.138,0.327,665,221,632,155,504,114
1893.0,1,-3.538,0.715,-0.083,0.329,641,217,612,154,504,113
1893.0,2,0.730,0.822,-0.005,0.328,633,212,585,154,504,111
1893.0,3,1.159,0.767,-0.016,0.349,587,214,580,153,488,110
1893.0,4,2.425,0.739,0.138,0.345,582,213,564,151,493,110
1893.0,5,0.505,0.812,-0.036,0.341,531,210,575,153,492,109
1893.0,6,0.704,0.704,0.053,0.353,456,209,580,152,495,110
1893.0,7,0.069,0.654,0.248,0.361,412,210,567,153,493,109
1893.0,8,1.168,0.541,0.208,0.390,405,207,545,155,494,109
1893.0,9,-0.322,0.595,0.121,0.401,363,203,532,153,491,109
1893.0,10,0.249,0.471,0.012,0.416,352,201,509,153,485,109
1893.0,11,-1.417,0.625,-0.133,0.438,345,201,506,151,485,110
1893.0,12,-1.096,0.802,-0.228,0.436,338,199,500,149,486,111
1894.0,1,-1.193,0.805,-0.245,0.437,321,198,474,148,494,112
1894.0,2,0.248,0.829,-0.407,0.431,332,194,448,146,501,112
1894.0,3,0.110,0.734,-0.488,0.414,344,193,434,146,507,112
1894.0,4,1.120,0.828,-0.557,0.425,380,191,423,147,499,112
1894.0,5,-1.229,0.749,-0.406,0.422,403,190,430,148,497,111
1894.0,6,-0.442,0.634,-0.383,0.381,417,192,435,147,488,112
1894.0,7,-0.130,0.598,-0.520,0.343,421,191,427,147,482,113
1894.0,8,-0.777,0.468,-0.908,0.284,388,192,406,149,483,114
1894.0,9,-1.299,0.560,-1.037,0.247,323,192,398,147,487,114
1894.0,10,-0.576,0.508,-1.063,0.224,320,192,383,147,482,115
1894.0,11,0.397,0.577,-0.966,0.204,336,191,371,149,480,114
1894.0,12,-0.829,0.651,-0.939,0.214,317,186,363,145,477,115
1895.0,1,-2.830,0.564,-0.937,0.214,299,181,365,145,472,115
1895.0,2,-4.411,0.625,-0.889,0.219,306,180,341,142,482,116
1895.0,3,-1.439,0.587,-0.611,0.220,327,182,352,142,476,117
1895.0,4,0.809,0.582,-0.653,0.230,319,183,345,141,473,118
1895.0,5,-0.061,0.524,-0.527,0.245,329,178,348,143,471,118
1895.0,6,-0.118,0.558,-0.440,0.231,298,183,340,143,472,118
1895.0,7,-0.112,0.538,-0.268,0.249,221,177,316,140,469,119
1895.0,8,-0.195,0.509,0.019,0.267,231,178,316,138,467,120
1895.0,9,2.036,0.508,0.244,0.250,275,175,303,137,466,120
1895.0,10,-1.079,0.610,0.119,0.225,314,171,291,137,471,122
1895.0,11,1.903,0.567,0.067,0.234,341,172,279,135,474,123
1895.0,12,0.218,0.604,0.091,0.227,365,169,236,134,473,124
1896.0,1,-0.771,0.866,0.117,0.222,375,167,211,135,465,124
1896.0,2,-0.966,0.567,-0.029,0.222,375,166,230,133,462,125
1896.0,3,1.266,0.489,-0.265,0.229,349,166,235,132,462,125
1896.0,4,-0.692,0.598,-0.345,0.218,343,165,217,131,465,126
1896.0,5,-0.683,0.577,-0.688,0.213,303,162,206,132,465,128
1896.0,6,0.169,0.459,-0.756,0.226,277,153,196,132,459,128
1896.0,7,0.202,0.531,-0.765,0.213,229,149,184,133,459,129
1896.0,8,-1.953,0.530,-0.528,0.183,208,138,174,132,453,130
1896.0,9,-0.798,0.635,-0.510,0.194,215,133,173,134,458,131
1896.0,10,-2.033,0.456,-0.446,0.207,232,134,182,134,455,132
1896.0,11,-2.213,0.440,-0.465,0.211,218,136,189,132,452,132
1896.0,12,-0.604,0.634,-0.373,0.202,208,138,200,133,457,133
1897.0,1,-0.873,0.592,-0.348,0.191,203,143,192,132,450,133
1897.0,2,1.881,0.562,-0.202,0.205,163,146,199,131,452,133
1897.0,3,1.481,0.560,-0.256,0.203,142,148,175,130,446,133
1897.0,4,0.074,0.556,-0.177,0.211,125,153,167,131,445,133
1897.0,5,-0.909,0.533,0.012,0.208,117,158,188,131,438,133
1897.0,6,1.274,0.433,0.039,0.210,134,153,197,131,445,132
1897.0,7,0.495,0.650,0.199,0.242,072,148,190,130,455,132
1897.0,8,-0.199,0.588,0.053,0.243,017,142,198,129,455,130
1897.0,9,-1.447,0.665,-0.195,0.245,002,139,203,129,448,130
1897.0,10,-1.088,0.586,-0.193,0.241,014,136,200,130,433,130
1897.0,11,0.060,0.757,-0.208,0.242,025,135,211,129,424,129
1897.0,12,-0.283,0.519,-0.375,0.256,015,137,199,132,412,130
1898.0,1,1.053,0.700,-0.462,0.248,008,135,167,131,412,130
1898.0,2,0.129,0.511,-0.348,0.254,002,134,163,131,398,131
1898.0,3,-1.507,0.469,-0.125,0.252,019,133,167,130,396,131
1898.0,4,0.106,0.613,0.019,0.242,001,130,203,130,394,132
1898.0,5,-1.088,0.498,0.093,0.228,028,128,209,130,390,134
1898.0,6,-0.729,0.514,0.154,0.244,015,130,225,131,387,136
1898.0,7,-0.552,0.491,0.208,0.238,011,128,232,131,380,137
1898.0,8,1.169,0.561,0.323,0.242,056,124,246,131,378,138
1898.0,9,1.227,0.544,0.423,0.246,106,127,245,131,379,137
1898.0,10,0.639,0.421,0.421,0.264,081,131,243,132,368,137
1898.0,11,0.955,0.591,0.481,0.265,066,130,232,132,371,136
1898.0,12,0.444,0.475,0.554,0.253,054,132,235,133,372,136
1899.0,1,1.708,0.680,0.615,0.263,047,133,231,134,371,136
1899.0,2,1.504,0.471,0.652,0.276,015,132,233,131,373,136
1899.0,3,-0.305,0.460,0.547,0.272,002,137,243,130,373,137
1899.0,4,0.080,0.829,0.532,0.288,017,136,245,131,364,137
1899.0,5,-0.373,0.531,0.522,0.303,025,134,228,132,367,138
1899.0,6,0.146,0.438,0.333,0.275,017,135,223,135,377,138
1899.0,7,0.182,0.578,0.266,0.261,037,136,206,139,381,139
1899.0,8,1.617,0.687,0.216,0.277,011,144,194,143,377,139
1899.0,9,-0.036,0.439,0.049,0.269,026,148,195,145,379,138
1899.0,10,0.466,0.677,0.030,0.223,013,148,193,146,371,138
1899.0,11,0.833,0.678,0.000,0.222,040,146,205,146,375,138
1899.0,12,-1.828,0.734,0.030,0.223,076,148,196,148,361,138
1900.0,1,0.910,0.459,0.116,0.211,082,149,183,146,364,137
1900.0,2,0.896,0.700,-0.062,0.190,089,149,151,145,354,137
1900.0,3,-2.311,0.455,0.004,0.182,078,150,133,145,351,137
1900.0,4,-0.145,0.505,-0.026,0.163,081,153,138,146,351,138
1900.0,5,-0.726,0.549,-0.079,0.150,092,158,147,146,354,139
1900.0,6,0.497,0.553,0.154,0.182,100,164,144,148,353,141
1900.0,7,1.220,0.512,0.035,0.195,113,165,132,150,353,140
1900.0,8,-0.525,0.543,-0.344,0.188,095,168,133,151,353,139
1900.0,9,0.759,0.432,-0.296,0.204,059,168,157,152,356,140
1900.0,10,0.103,0.488,-0.218,0.199,093,163,177,149,350,140
1900.0,11,0.205,0.584,-0.141,0.190,077,160,200,149,350,139
1900.0,12,0.958,0.649,-0.108,0.185,086,157,208,149,327,140
1901.0,1,-0.514,0.529,-0.155,0.190,088,157,197,147,321,141
1901.0,2,-3.650,0.660,-0.113,0.189,116,152,198,147,316,140
1901.0,3,-1.740,0.570,-0.179,0.200,141,152,217,147,313,140
1901.0,4,0.795,0.410,-0.262,0.194,144,154,216,149,311,141
1901.0,5,0.203,0.502,-0.426,0.183,161,150,212,148,306,142
1901.0,6,0.892,0.474,-0.592,0.191,192,152,213,149,306,143
1901.0,7,0.654,0.480,-0.525,0.170,232,152,215,152,295,143
1901.0,8,-0.027,0.441,-0.301,0.195,258,155,190,154,279,143
1901.0,9,-0.027,0.523,-0.112,0.200,271,156,186,154,273,144
1901.0,10,-0.894,0.407,-0.105,0.204,257,151,161,156,275,145
1901.0,11,-1.768,0.566,-0.335,0.186,238,152,139,157,270,145
1901.0,12,-1.033,0.601,-0.481,0.184,237,154,150,158,264,146
1902.0,1,0.292,0.469,-0.522,0.187,209,158,150,160,257,146
1902.0,2,-0.961,0.630,-0.575,0.189,226,159,183,163,249,146
1902.0,3,0.527,0.452,-0.636,0.185,247,161,199,164,233,145
1902.0,4,0.880,0.477,-0.665,0.191,261,158,208,164,234,146
1902.0,5,-2.554,0.420,-0.572,0.222,293,154,203,162,231,146
1902.0,6,-0.857,0.466,-0.546,0.240,259,165,220,162,233,146
1902.0,7,0.157,0.501,-0.549,0.273,295,167,236,163,233,147
1902.0,8,-0.663,0.461,-0.369,0.279,318,168,234,163,244,147
1902.0,9,-0.759,0.427,-0.360,0.284,268,171,219,165,256,147
1902.0,10,-1.249,0.457,-0.590,0.283,263,174,210,166,256,148
1902.0,11,-0.647,0.692,-0.392,0.272,270,175,204,165,265,147
1902.0,12,-0.721,0.585,-0.423,0.266,273,177,192,168,253,147
1903.0,1,0.252,0.626,-0.496,0.250,271,182,212,167,233,148
1903.0,2,1.204,0.561,-0.482,0.236,268,185,212,168,236,148
1903.0,3,0.637,0.514,-0.443,0.245,295,186,211,169,238,148
1903.0,4,-1.887,0.461,-0.300,0.258,354,183,224,168,249,149
1903.0,5,-0.175,0.457,-0.250,0.246,372,185,206,169,253,150
1903.0,6,-1.222,0.472,-0.308,0.242,401,183,195,170,257,149
1903.0,7,-0.726,0.429,-0.387,0.228,383,181,193,170,264,149
1903.0,8,-0.492,0.409,-0.491,0.235,340,185,210,168,271,149
1903.0,9,-0.288,0.583,-0.634,0.227,328,184,226,169,273,150
1903.0,10,0.459,0.567,-0.401,0.239,351,185,227,169,272,151
1903.0,11,-0.037,0.491,-0.322,0.243,358,184,236,167,258,152
1903.0,12,-1.421,0.589,-0.203,0.248,372,183,244,167,255,150
1904.0,1,-0.701,0.518,0.011,0.266,383,186,268,167,261,151
1904.0,2,-0.044,0.521,0.104,0.300,366,189,299,171,255,149
1904.0,3,-1.076,0.502,0.016,0.315,370,186,312,172,253,148
1904.0,4,0.916,0.595,-0.053,0.315,338,189,304,168,251,147
1904.0,5,0.763,0.657,-0.137,0.320,302,193,303,168,249,146
1904.0,6,0.206,0.501,-0.001,0.326,318,194,319,168,250,147
1904.0,7,1.848,0.760,-0.047,0.317,337,195,334,167,253,147
1904.0,8,0.621,0.712,-0.084,0.317,356,194,349,164,250,146
1904.0,9,-1.336,0.524,0.061,0.321,372,193,360,164,247,147
1904.0,10,-0.375,0.474,0.001,0.337,402,192,359,164,247,147
1904.0,11,-1.043,0.486,-0.158,0.318,366,191,379,161,252,148
1904.0,12,0.207,0.656,-0.150,0.311,363,188,360,166,244,148
1905.0,1,-1.247,0.526,-0.195,0.293,390,187,364,169,232,148
1905.0,2,-0.490,0.504,-0.274,0.270,378,186,368,170,215,147
1905.0,3,0.656,0.501,-0.235,0.265,360,188,351,171,212,146
1905.0,4,0.197,0.563,-0.488,0.257,339,188,356,171,218,146
1905.0,5,-1.140,0.529,-0.477,0.261,316,183,361,171,213,146
1905.0,6,0.305,0.496,-0.559,0.254,285,184,366,172,209,146
1905.0,7,1.309,0.543,-0.405,0.246,310,180,389,174,211,146
1905.0,8,-0.330,0.506,-0.456,0.250,328,180,391,175,212,146
1905.0,9,-0.869,0.532,-0.593,0.226,363,181,410,176,225,147
1905.0,10,-3.416,0.484,-0.662,0.213,356,184,410,177,227,146
1905.0,11,-0.902,0.481,-0.581,0.201,334,189,420,176,243,147
1905.0,12,-0.782,0.459,-0.601,0.196,305,192,418,177,236,147
1906.0,1,0.596,0.469,-0.712,0.198,298,194,430,176,224,146
1906.0,2,-1.093,0.484,-0.601,0.199,304,194,402,177,220,146
1906.0,3,-0.994,0.508,-0.551,0.186,311,196,391,178,228,146
1906.0,4,-0.624,0.460,-0.184,0.204,310,194,405,178,224,147
1906.0,5,-0.177,0.483,-0.073,0.201,312,192,406,177,218,147
1906.0,6,0.064,0.545,-0.174,0.205,295,191,416,178,226,147
1906.0,7,-0.019,0.488,-0.295,0.210,305,192,406,178,230,148
1906.0,8,1.009,0.530,-0.380,0.213,340,194,384,179,221,147
1906.0,9,-0.274,0.419,-0.334,0.217,353,196,373,179,224,148
1906.0,10,0.989,0.631,-0.360,0.216,352,194,368,179,216,148
1906.0,11,0.426,0.510,-0.374,0.211,368,192,350,182,208,148
1906.0,12,-1.990,0.439,-0.439,0.203,401,190,328,183,206,150
1907.0,1,-0.856,0.584,-0.558,0.194,459,185,322,186,211,152
1907.0,2,-2.118,0.422,-0.637,0.181,472,179,298,188,230,153
1907.0,3,-0.442,0.460,-0.588,0.187,472,177,291,188,245,154
1907.0,4,-0.930,0.490,-0.670,0.181,456,178,300,187,254,154
1907.0,5,-0.352,0.422,-0.642,0.181,466,178,273,187,244,154
1907.0,6,-0.709,0.386,-0.381,0.196,460,178,269,187,244,155
1907.0,7,-1.451,0.423,-0.416,0.203,434,180,276,187,246,155
1907.0,8,0.069,0.422,-0.230,0.213,417,183,289,187,249,155
1907.0,9,0.307,0.522,-0.314,0.229,433,181,310,187,241,157
1907.0,10,0.012,0.585,-0.359,0.246,450,179,312,186,244,157
1907.0,11,0.761,0.586,-0.233,0.262,451,179,319,183,244,157
1907.0,12,1.141,0.686,-0.129,0.283,459,179,308,181,256,159
1908.0,1,-1.285,0.536,-0.036,0.291,507,180,298,181,261,159
1908.0,2,0.119,0.523,-0.111,0.287,513,181,309,181,260,160
1908.0,3,-1.455,0.518,-0.197,0.301,524,182,308,181,256,160
1908.0,4,-1.460,0.712,-0.157,0.292,466,185,296,182,260,160
1908.0,5,1.156,0.537,-0.230,0.281,467,183,296,183,252,159
1908.0,6,0.532,0.550,-0.362,0.283,435,190,288,182,254,158
1908.0,7,-0.333,0.508,-0.360,0.288,478,190,296,181,252,157
1908.0,8,-0.831,0.445,-0.551,0.300,464,187,297,180,257,156
1908.0,9,-0.722,0.557,-0.582,0.296,453,191,300,180,263,157
1908.0,10,0.486,0.470,-0.379,0.275,459,190,300,180,273,157
1908.0,11,-0.106,0.513,-0.492,0.269,454,188,284,181,278,157
1908.0,12,-0.444,0.590,-0.684,0.263,460,189,275,178,273,157
1909.0,1,-1.257,0.538,-0.796,0.252,429,187,291,178,281,156
1909.0,2,-2.173,0.584,-0.739,0.249,403,185,277,178,289,157
1909.0,3,-1.834,0.524,-0.790,0.240,376,187,263,176,289,158
1909.0,4,0.984,0.422,-0.782,0.249,399,185,257,174,295,156
1909.0,5,-0.206,0.434,-0.908,0.250,398,187,269,171,292,155
1909.0,6,-1.769,0.470,-0.826,0.260,337,188,278,169,291,154
1909.0,7,-1.679,0.435,-0.694,0.256,307,191,300,165,300,153
1909.0,8,-0.149,0.402,-0.470,0.251,240,195,306,161,303,153
1909.0,9,-1.334,0.506,-0.341,0.258,209,197,298,160,301,154
1909.0,10,0.588,0.546,-0.491,0.257,198,199,302,160,314,153
1909.0,11,-1.628,0.430,-0.577,0.256,181,200,298,161,326,152
1909.0,12,0.550,0.587,-0.441,0.256,176,201,291,160,315,153
1910.0,1,0.324,0.637,-0.432,0.261,161,202,280,161,313,155
1910.0,2,0.510,0.595,-0.477,0.258,201,203,280,160,310,156
1910.0,3,-0.282,0.644,-0.493,0.261,259,202,291,160,296,156
1910.0,4,-0.814,0.455,-0.539,0.258,285,199,298,159,293,156
1910.0,5,-1.237,0.566,-0.483,0.256,322,197,279,159,283,157
1910.0,6,-0.142,0.526,-0.433,0.254,332,197,274,156,285,158
1910.0,7,-1.569,0.546,-0.623,0.243,286,199,291,155,293,158
1910.0,8,-0.692,0.459,-0.687,0.235,289,199,292,155,296,159
1910.0,9,-1.524,0.526,-0.695,0.244,253,197,292,155,301,160
1910.0,10,0.033,0.504,-0.709,0.239,235,195,278,156,303,160
1910.0,11,-0.951,0.543,-0.592,0.239,258,195,286,156,307,161
1910.0,12,1.148,0.589,-0.606,0.225,272,188,263,158,314,160
1911.0,1,-1.952,0.460,-0.321,0.218,295,185,252,159,303,160
1911.0,2,-0.260,0.512,-0.052,0.220,291,184,241,160,289,162
1911.0,3,-0.379,0.490,0.189,0.211,290,181,238,161,280,162
1911.0,4,-0.985,0.426,0.155,0.204,290,182,231,162,285,162
1911.0,5,0.171,0.444,0.274,0.204,256,185,224,160,283,161
1911.0,6,-0.310,0.418,0.314,0.188,255,181,239,159,284,161
1911.0,7,1.844,0.416,0.555,0.201,277,181,245,158,279,161
1911.0,8,2.536,0.435,0.738,0.228,214,178,252,155,280,161
1911.0,9,1.371,0.453,0.887,0.226,174,172,262,156,276,160
1911.0,10,-0.378,0.445,0.945,0.230,163,168,272,155,263,161
1911.0,11,0.476,0.454,0.990,0.234,171,164,276,155,262,160
1911.0,12,1.638,0.569,0.983,0.225,155,161,261,156,258,161
1912.0,1,0.937,0.520,0.781,0.228,141,160,272,156,259,161
1912.0,2,1.931,0.550,0.375,0.233,140,156,276,158,254,160
1912.0,3,1.408,0.427,-0.006,0.229,125,156,290,157,257,160
1912.0,4,-0.281,0.504,-0.100,0.221,147,154,301,159,265,159
1912.0,5,0.702,0.428,-0.262,0.211,131,156,285,160,247,159
1912.0,6,-0.393,0.370,-0.352,0.221,121,154,269,160,243,159
1912.0,7,-0.578,0.449,-0.310,0.220,127,153,257,161,249,159
1912.0,8,-2.332,0.422,-0.475,0.210,142,148,265,162,248,159
1912.0,9,-3.203,0.455,-0.534,0.218,148,148,262,163,254,159
1912.0,10,-1.507,0.406,-0.543,0.228,147,147,278,163,256,160
1912.0,11,-1.468,0.431,-0.620,0.242,107,146,283,164,259,159
1912.0,12,0.562,0.747,-0.611,0.243,089,142,320,165,256,158
1913.0,1,1.438,0.492,-0.704,0.237,075,138,310,167,258,156
1913.0,2,-0.045,0.512,-0.562,0.226,071,139,308,166,258,156
1913.0,3,0.699,0.506,-0.348,0.232,060,137,301,165,258,155
1913.0,4,-0.389,0.593,-0.182,0.245,090,136,296,164,251,154
1913.0,5,-0.229,0.558,0.099,0.258,105,139,299,162,253,154
1913.0,6,-0.278,0.503,0.023,0.223,091,136,313,159,256,154
1913.0,7,-1.696,0.450,-0.314,0.212,026,138,312,159,248,153
